region,sales,quantity,price
South,201.09,5,41.95
West,536.65,4,135.96
East,548.79,8,69.69
East,278.46,6,46.15
North,475.96,5,95.99
East,425.69,5,84.72
East,695.46,8,87.13
East,264.08,5,51.16
West,614.8,9,67.62
West,668.94,6,109.57
West,834.89,6,137.34
South,173.52,3,56.19
South,231.72,5,46.3
East,389.79,5,79.37
East,199.9,4,48.38
North,69.75,1,68.12
East,635.12,8,80.34
South,271.08,5,52.17
South,121.88,3,41.05
East,52.42,1,57.0
North,499.66,7,72.37
East,484.89,7,70.42
East,74.85,1,73.89
East,298.02,5,59.16
West,977.11,9,107.79
West,231.71,2,116.29
South,216.28,5,40.64
West,363.51,4,92.14
West,849.83,6,139.99
South,58.11,1,56.75
East,348.78,5,66.92
East,119.84,2,57.27
East,393.59,8,49.48
West,847.93,10,84.78
South,168.7,4,40.13
West,239.68,2,121.49
North,444.6,7,61.76
East,336.35,8,42.58
West,655.69,6,110.31
South,174.12,3,53.11
West,1067.65,8,131.75
South,143.6,2,66.0
West,953.56,10,94.33
South,674.5,4,169.11
East,127.5,2,58.88
West,383.69,3,124.48
North,516.91,7,73.66
East,507.72,7,71.46
East,459.03,6,74.32
East,268.83,6,44.88
West,94.51,1,100.9
East,157.97,2,81.28
South,304.99,5,62.5
South,166.82,4,42.58
South,40.52,1,37.46
East,48.96,1,56.18
West,1719.38,11,155.22
West,2250.18,12,186.97
West,619.66,9,68.67
East,76.55,1,70.19
South,124.19,4,32.96
East,385.12,7,54.1
East,946.36,6,157.78
East,395.74,7,56.43
East,136.95,2,69.44
North,475.47,5,95.16
North,1971.73,9,218.4
East,97.96,2,46.53
South,34.89,1,35.55
West,675.05,9,75.03
North,153.78,2,77.74
East,498.96,7,69.92
East,41.42,1,48.59
West,137.09,1,134.34
West,93.19,1,82.11
West,464.42,6,75.92
South,183.36,5,38.65
West,476.9,6,79.15
East,218.41,4,52.69
East,180.28,2,83.8
South,176.02,5,36.77
East,515.58,8,65.66
East,656.42,8,80.4
East,62.93,1,64.3
West,1319.24,10,132.6
North,106.0,1,91.92
East,483.97,6,80.46
West,633.8,9,69.22
West,894.98,7,129.25
East,450.79,8,55.51
East,343.12,8,44.0
East,380.53,7,53.21
West,1060.52,8,132.99
North,54.0,1,56.98
West,331.88,5,63.46
South,54.54,1,39.77
West,633.89,5,128.52
West,775.35,6,127.9
East,119.02,2,63.87
North,339.52,4,84.57
East,533.87,7,77.16
West,293.83,3,96.47
East,61.39,1,56.89
West,563.13,7,80.63
West,900.23,7,127.43
East,2002.08,11,181.14
West,892.1,8,109.98
West,85.1,1,89.97
West,380.52,3,126.03
West,2971.06,9,328.6
South,79.41,1,74.48
East,87.2,1,73.03
South,69.93,2,37.56
North,456.99,7,64.51
North,669.21,5,131.67
North,225.01,3,72.67
East,212.74,3,70.6
North,131.04,2,69.39
West,630.67,4,158.58
North,259.52,3,83.34
East,44.38,1,45.33
North,519.45,5,104.27
North,222.96,3,74.61
South,212.3,4,51.59
West,1113.02,5,223.76
East,1288.8,11,116.8
North,533.3,5,105.35
West,873.83,9,97.76
North,550.65,7,79.82
South,331.47,5,66.25
West,688.01,10,69.05
West,238.94,3,78.76
West,117.57,2,61.55
West,164.69,2,87.08
South,369.34,6,62.88
North,206.62,3,71.65
East,202.13,3,64.91
East,602.66,7,84.4
East,154.12,2,76.99
South,141.66,3,50.13
North,304.74,4,73.89
East,272.88,4,67.14
West,415.79,3,136.19
East,76.64,1,66.75
North,344.01,5,70.13
West,740.46,9,81.43
West,201.7,2,96.82
West,788.37,8,99.71
East,572.24,5,113.7
South,85.6,2,35.68
West,312.77,5,60.3
South,294.49,5,56.35
East,539.64,6,88.23
East,662.0,8,82.12
North,430.37,4,104.24
East,412.28,5,82.96
South,335.64,5,67.2
East,170.41,4,43.99
South,287.33,4,72.86
North,526.65,7,76.05
South,265.96,6,43.37
East,435.88,8,55.22
North,302.92,4,72.58
South,148.28,2,68.31
West,1259.07,10,126.79
South,216.82,5,42.16
East,450.51,7,63.55
South,56.01,1,55.54
West,559.65,7,78.24
West,343.22,3,115.56
East,287.32,7,41.65
West,339.54,5,66.76
East,266.1,6,45.01
North,221.84,4,56.82
East,344.53,8,43.29
West,126.08,1,123.04
East,280.33,4,70.52
West,945.77,8,118.96
West,673.05,6,110.99
North,307.58,4,78.88
West,123.19,1,129.04
South,121.56,3,37.36
West,247.47,4,60.85
West,127.31,1,116.25
West,647.14,5,129.17
West,770.63,6,127.36
East,251.27,3,86.05
West,108.97,1,107.9
West,1285.41,10,129.05
North,361.05,4,91.03
North,560.74,6,94.36
North,361.4,5,70.81
East,95.98,2,49.91
North,204.3,3,63.95
South,57.08,2,32.27
East,427.82,8,54.66
West,715.56,8,89.94
East,105.56,2,56.21
South,36.94,1,44.7
North,496.32,7,69.46
North,1022.02,9,112.04
West,656.28,10,65.7
West,412.08,6,67.01
East,139.75,2,64.32
South,187.64,3,62.97
South,184.81,3,62.82
South,191.23,6,33.08
South,219.59,3,68.62
North,528.75,7,73.54
West,343.04,5,70.52
South,152.94,4,35.41
South,429.33,6,69.27
West,75.3,1,85.28
West,57.22,1,65.85
West,1021.53,9,112.76
West,198.41,2,95.63
South,726.47,6,122.29
East,390.85,7,54.23
South,231.11,4,57.0
West,2099.29,8,261.61
West,729.22,9,79.45
West,627.53,6,102.85
West,2020.84,11,183.12
West,1249.15,9,139.46
West,95.82,1,101.92
West,1140.09,9,125.93
North,456.37,6,76.85
West,560.89,9,61.42
South,900.85,6,147.84
West,1084.74,10,107.87
East,229.09,4,54.2
East,63.51,1,64.04
West,2095.33,10,208.3
East,1318.83,10,130.83
East,123.26,2,55.18
South,307.23,5,60.8
North,525.98,7,75.71
West,1384.3,8,172.74
West,198.67,3,68.66
East,634.52,6,104.65
East,284.34,5,58.75
East,65.72,1,57.11
East,275.12,4,68.18
West,708.3,9,78.95
East,212.22,4,50.73
East,455.35,4,114.94
East,223.73,4,55.36
North,270.88,4,66.68
West,425.34,5,85.13
West,401.93,4,99.72
South,120.6,3,37.05
West,184.28,3,64.45
East,96.29,1,87.7
West,247.65,2,127.84
West,97.67,1,105.11
West,983.18,9,110.32
East,70.16,1,60.13
South,83.41,2,39.79
South,807.86,7,115.35
East,392.34,6,63.68
North,194.35,3,66.91
South,211.82,5,41.68
South,40.15,1,38.61
West,75.86,1,84.02
South,539.84,9,59.34
South,67.61,1,71.4
West,391.33,3,126.5
West,249.21,2,119.55
West,837.74,7,118.69
East,445.33,8,55.19
South,34.99,1,43.03
East,167.01,2,77.78
North,985.48,4,244.51
East,116.16,2,55.74
East,55.94,1,55.59
West,94.56,1,81.99
West,748.35,9,83.67
East,271.12,6,45.23
East,145.31,3,46.26
West,78.19,1,81.5
East,668.58,8,82.89
West,1208.32,9,133.69
East,295.92,4,70.42
West,461.61,7,67.12
South,71.75,2,30.76
West,3750.18,13,288.78
South,36.69,1,31.63
West,162.91,2,83.63
East,898.75,5,179.43
East,343.27,5,68.07
West,520.06,4,131.85
North,411.22,4,105.28
East,255.07,4,64.31
North,614.87,7,85.73
East,124.63,2,66.39
East,541.01,7,75.17
East,79.7,2,41.18
North,296.4,3,98.61
East,266.36,5,51.62
North,312.34,3,105.54
North,1117.64,8,139.83
North,2125.33,9,236.19
West,628.81,7,87.84
West,909.34,8,111.81
East,349.36,5,68.4
East,190.89,3,65.33
South,165.03,3,55.21
East,225.65,3,73.06
West,184.48,2,96.26
North,315.56,5,64.49
South,275.95,4,71.28
East,112.1,2,58.19
East,133.8,2,70.38
East,164.15,4,41.22
East,223.82,4,55.11
West,311.96,5,61.25
East,253.13,4,64.3
South,66.03,1,51.39
West,352.52,3,119.79
South,1133.57,7,159.85
East,155.43,2,73.34
East,123.83,2,56.34
West,533.42,5,104.95
West,123.13,2,66.55
South,104.87,2,55.02
North,365.45,4,89.96
South,376.72,6,60.9
West,980.15,7,139.56
West,1045.09,8,131.12
North,312.2,3,101.36
East,97.12,2,46.93
East,320.97,7,46.99
South,143.28,3,47.89
West,434.65,4,110.19
West,848.78,7,121.17
East,172.86,2,85.65
East,249.93,3,81.83
East,288.76,4,68.58
East,260.82,3,84.98
West,204.88,2,96.34
East,409.1,6,69.16
East,341.2,7,49.25
South,93.73,2,42.53
West,1039.34,9,116.28
North,166.47,3,56.97
East,55.37,1,52.88
East,346.7,6,56.7
South,252.93,4,64.69
West,2925.94,11,265.34
East,537.13,7,76.49
East,333.07,7,48.93
East,1002.92,7,142.48
East,563.36,8,70.96
West,1344.36,10,133.36
North,295.17,3,101.16
North,293.65,3,98.97
East,186.96,4,43.22
West,711.26,9,77.47
West,779.62,7,112.23
North,467.7,7,67.5
South,159.55,3,54.44
South,99.89,2,52.87
East,211.19,3,71.87
North,725.29,7,101.87
South,112.88,2,53.48
East,365.31,6,61.34
East,385.12,8,49.19
West,310.75,5,61.8
South,200.97,6,33.12
South,126.74,2,64.29
East,451.7,6,76.57
South,83.27,3,30.82
East,269.12,5,55.18
North,631.87,5,127.7
East,792.12,7,112.15
North,175.03,2,88.38
East,313.72,7,45.74
North,259.44,5,51.81
West,500.34,7,69.92
West,125.53,1,114.08
East,494.16,6,82.21
East,60.4,1,63.22
South,53.13,1,44.91
East,181.4,3,60.36
South,258.45,5,53.21
West,99.54,1,85.43
West,748.92,7,105.85
East,168.78,3,56.49
South,137.15,2,61.33
North,500.82,7,69.46
West,440.3,4,110.88
East,374.96,5,74.97
North,567.72,6,94.77
South,112.16,3,33.91
East,230.47,3,74.29
West,88.75,1,74.17
East,1312.06,7,186.0
West,128.63,1,123.8
East,145.6,2,67.18
East,267.47,3,85.05
West,580.11,5,116.2
North,320.35,6,52.71
West,967.21,10,95.59
East,405.3,8,49.42
East,466.87,6,75.43
West,159.75,2,80.01
West,834.12,6,138.31
North,365.1,7,52.34
North,55.11,1,60.07
South,913.25,6,152.74
West,365.5,3,119.87
North,518.37,6,85.2
North,75.54,1,66.85
South,346.6,6,55.75
South,48.93,1,35.7
South,151.08,2,72.08
South,428.86,6,69.69
West,1071.19,9,118.71
West,356.18,5,68.39
West,128.14,1,115.73
East,157.91,4,40.2
West,542.52,5,108.94
South,174.5,3,58.92
East,717.84,8,88.15
East,442.26,7,61.3
East,427.72,8,51.61
East,302.24,5,59.55
North,326.67,5,62.56
West,134.13,1,128.98
South,218.3,3,73.48
West,629.37,8,77.84
South,147.86,4,33.24
East,69.21,1,55.33
East,190.6,2,89.8
West,354.76,4,91.03
West,898.75,9,99.35
East,295.13,6,49.87
East,418.34,6,69.08
South,73.0,2,31.94
North,632.56,6,105.78
East,308.46,6,51.89
West,95.21,1,81.0
East,138.01,2,64.1
East,164.53,4,41.67
East,56.29,1,62.57
East,743.36,8,93.34
North,224.87,3,71.63
East,196.97,4,48.01
North,362.74,6,58.85
South,171.06,4,44.62
East,339.69,4,83.47
West,584.58,7,83.68
South,226.76,3,72.16
East,165.26,3,56.65
East,326.11,8,40.33
South,81.46,2,44.02
West,1380.44,10,138.89
South,55.86,1,48.5
South,206.62,4,48.01
South,294.71,4,72.66
East,932.77,6,154.31
West,3151.23,14,225.76
South,429.15,6,73.03
East,402.93,5,82.42
West,293.71,3,98.05
South,118.49,2,54.81
South,330.63,6,56.47
West,748.92,7,106.24
East,810.27,6,132.88
East,131.11,3,42.78
South,159.49,3,50.0
East,429.66,6,71.02
North,478.35,5,97.36
East,62.46,1,47.94
East,85.27,1,88.8
South,240.82,5,46.46
East,433.49,7,60.42
West,661.82,5,130.89
East,486.51,6,80.83
West,489.99,5,97.26
West,68.61,1,61.13
East,458.89,8,55.9
North,281.07,5,55.18
North,180.63,3,59.19
South,79.44,2,36.13
East,506.34,7,72.2
East,1287.91,12,108.09
West,1066.29,9,117.38
East,588.78,7,81.97
North,247.5,3,84.63
West,159.56,2,75.27
North,362.63,6,58.01
South,160.72,4,42.15
West,1247.43,9,138.17
West,127.74,2,60.22
South,235.89,4,60.83
East,119.33,2,63.98
South,79.62,2,32.62
West,1193.08,10,118.56
West,165.17,2,83.49
East,178.57,2,88.08
South,250.88,5,48.85
West,297.76,4,73.08
East,133.94,3,40.6
West,1105.71,10,109.95
South,189.99,3,59.43
West,857.16,8,107.6
South,189.37,4,45.59
South,246.69,6,41.61
West,267.14,4,69.04
South,194.25,3,60.6
East,261.46,4,62.93
South,246.17,5,47.8
West,708.95,7,102.69
West,176.41,2,87.48
West,387.64,6,63.71
West,508.96,5,100.73
West,455.79,6,76.92
South,239.55,4,60.32
West,739.86,7,106.2
South,169.85,4,44.28
North,58.38,1,55.43
South,350.79,5,68.77
North,517.52,6,86.58
East,197.62,4,48.3
East,74.65,1,73.3
South,359.04,6,59.29
North,116.24,2,52.39
East,451.84,8,57.31
East,172.7,3,56.59
North,545.97,7,79.06
West,694.43,5,137.47
West,815.64,8,103.19
East,421.24,8,52.4
West,653.35,8,80.17
East,490.32,8,61.49
East,173.14,3,53.57
West,906.57,7,129.14
West,881.12,9,96.4
East,278.66,5,53.94
North,69.4,1,64.14
North,481.19,5,93.32
West,145.3,1,131.24
West,685.38,6,115.63
South,160.5,4,39.4
East,241.5,5,47.66
South,112.77,2,51.53
East,92.12,2,45.94
South,68.24,2,36.12
North,762.22,7,107.97
East,66.82,1,52.62
East,138.38,3,41.76
East,335.53,8,42.64
North,614.9,7,89.03
West,571.31,5,111.9
West,142.71,2,75.04
West,87.97,1,76.78
West,99.46,1,99.06
East,507.37,6,84.1
West,548.56,6,90.14
East,77.5,1,66.14
South,392.8,6,65.33
East,444.41,5,86.27
West,374.93,3,120.89
North,292.22,3,100.44
East,202.71,4,52.13
West,843.86,8,104.44
North,120.36,2,62.58
West,626.88,7,90.53
West,1031.96,8,129.82
North,646.83,7,92.15
West,112.84,1,119.1
West,1074.94,8,133.02
West,73.05,1,66.4
East,315.4,6,51.09
North,263.15,3,88.2
West,237.57,3,75.43
West,864.31,4,215.26
South,60.54,1,51.14
East,214.01,3,71.8
North,70.97,1,76.89
East,232.95,3,78.17
North,494.72,6,81.27
North,388.33,4,97.75
East,132.25,2,63.83
West,905.49,7,129.14
West,754.11,6,127.31
North,396.87,6,66.71
South,112.75,2,52.48
West,201.98,3,65.64
West,2762.08,12,229.15
East,429.32,6,70.75
South,294.8,4,73.15
East,398.69,6,67.76
North,374.21,7,52.83
East,375.94,8,45.87
East,312.75,6,51.19
East,600.56,3,200.47
East,252.86,4,62.85
East,591.57,8,72.8
East,392.37,7,55.94
West,967.5,10,97.01
North,210.59,3,70.44
West,783.68,6,131.28
West,138.95,2,70.72
West,660.03,5,131.21
West,823.49,6,135.36
North,70.96,1,58.6
South,304.18,5,59.04
West,177.88,2,85.07
East,497.42,6,81.61
East,659.5,6,109.61
West,539.84,5,109.84
South,158.54,3,54.61
South,134.91,2,60.74
South,186.74,3,63.2
South,76.47,2,37.78
East,74.03,1,81.77
South,168.94,5,33.98
South,154.21,4,37.41
East,327.12,8,41.35
East,340.28,4,85.54
West,683.26,10,66.91
East,322.56,4,80.0
West,269.1,4,65.49
West,592.96,8,74.07
East,148.79,3,51.96
East,104.23,2,48.27
West,144.31,1,139.51
East,47.84,1,41.72
South,346.42,6,56.03
East,103.42,2,45.85
East,190.61,4,47.7
West,515.3,4,125.33
East,445.64,7,61.55
North,568.92,6,92.69
East,344.19,4,82.91
East,364.11,8,45.76
North,334.29,6,56.72
South,219.7,3,74.37
West,1997.53,12,165.69
East,659.34,8,81.32
East,594.84,8,75.37
West,250.3,2,119.71
South,358.27,5,73.19
North,2499.64,11,225.93
North,756.05,7,107.25
North,250.94,4,62.35
East,353.38,5,69.69
South,298.69,6,47.86
East,304.64,4,78.29
West,706.5,6,119.38
East,120.75,2,64.77
West,330.99,4,79.97
South,238.73,5,48.28
North,418.08,5,82.5
South,112.98,3,40.95
West,672.41,9,74.92
West,690.84,6,115.4
East,120.87,2,55.82
North,1911.88,10,190.89
East,546.87,7,77.55
East,306.14,4,75.52
West,277.33,4,71.63
South,191.78,4,48.5
West,1117.72,9,123.97
South,61.05,2,34.42
East,423.46,8,51.4
West,97.42,1,98.46
East,128.01,2,65.64
South,100.95,2,46.64
South,263.85,2,135.65
West,241.82,4,62.48
West,71.85,1,73.31
South,120.78,3,42.13
West,959.45,7,137.58
South,122.34,2,65.05
East,213.77,5,41.37
West,509.93,6,85.18
West,84.09,1,93.92
East,483.79,7,70.05
West,287.37,4,71.99
West,404.0,3,132.57
South,382.01,6,64.47
South,133.16,3,40.43
North,407.48,6,69.49
South,43.83,1,38.72
East,977.58,8,122.16
South,52.09,1,41.68
West,433.87,4,104.96
South,199.44,6,31.53
North,430.95,6,69.84
East,488.75,6,80.57
West,522.56,5,106.09
South,366.94,6,61.35
West,308.09,3,97.97
East,177.85,2,88.34
East,313.22,5,63.05
East,119.09,2,55.65
West,889.33,7,125.86
West,1224.7,5,244.16
North,351.09,6,57.53
East,116.49,2,60.25
North,721.24,7,102.44
West,343.59,5,67.19
West,523.41,4,131.16
East,361.36,4,89.82
South,398.77,6,66.44
West,270.17,2,139.48
East,591.23,7,84.26
South,38.32,1,34.31
North,105.37,1,93.74
North,655.3,6,107.59
East,91.04,1,86.62
East,121.69,2,60.83
East,166.24,2,75.63
North,450.37,7,64.47
East,385.09,5,76.57
North,596.47,6,98.8
South,273.27,6,45.14
South,166.16,3,51.73
South,54.64,1,50.63
East,202.69,4,47.35
East,71.64,1,77.55
East,70.8,1,64.15
West,566.8,9,61.56
South,115.6,2,54.72
West,335.88,5,65.05
West,132.73,1,138.01
North,553.22,7,78.34
North,540.74,7,76.82
East,508.69,7,71.58
West,1237.01,10,124.61
South,1444.98,8,181.02
East,331.72,7,47.73
West,276.94,3,92.75
North,597.76,6,97.91
West,666.32,7,95.33
East,237.18,3,78.67
West,1010.18,10,99.87
South,125.03,3,38.72
East,200.4,3,61.87
East,368.48,7,50.84
East,521.47,6,87.65
East,87.07,1,85.53
South,37.29,1,41.61
East,194.04,3,65.75
West,204.28,2,98.29
East,593.93,3,197.98
North,151.29,2,74.49
East,282.54,3,89.65
South,179.35,5,37.17
South,131.36,2,68.47
East,1067.27,6,176.11
South,590.36,4,149.2
East,87.92,1,86.78
East,204.01,4,49.55
West,498.62,4,124.86
West,414.55,3,137.46
West,669.75,5,133.75
West,751.66,6,124.08
East,624.63,7,87.47
South,141.05,3,47.38
East,247.04,3,81.6
South,256.41,4,65.62
East,169.74,3,56.16
West,1395.83,10,139.26
West,247.05,3,81.05
West,428.42,4,105.77
West,1204.84,9,133.1
East,239.29,4,58.61
West,755.66,7,106.53
South,1172.0,10,117.11
North,477.73,5,94.19
East,291.6,4,72.31
West,1300.0,10,129.67
East,400.11,6,67.98
South,114.87,3,40.4
West,151.17,2,73.51
West,1065.12,8,132.6
North,316.77,5,63.67
West,543.23,9,60.58
South,200.96,4,48.66
East,499.34,8,63.5
South,214.77,6,34.1
West,542.81,7,76.32
East,621.93,8,76.79
East,352.02,4,87.35
East,101.17,2,50.69
South,53.67,1,56.11
West,86.91,1,91.71
North,186.67,3,59.26
South,270.39,5,55.09
West,528.52,6,88.59
West,99.87,1,94.46
East,97.1,2,49.89
North,568.38,6,92.44
East,442.13,8,54.28
West,686.89,5,136.91
East,361.28,4,88.02
North,670.34,7,94.65
East,86.89,1,87.17
East,367.45,4,89.37
East,138.0,2,62.47
West,641.66,8,78.91
West,764.97,7,108.5
West,1656.61,10,165.96
South,141.26,2,72.85
South,126.22,3,40.45
East,90.92,2,45.6
South,347.6,3,116.45
East,510.25,7,71.09
West,518.55,8,64.69
West,1196.24,10,118.77
East,130.6,3,44.05
North,321.43,5,64.26
East,410.69,7,57.56
South,1327.32,9,148.25
West,322.05,4,77.73
West,2997.79,10,299.99
East,259.03,3,83.13
West,135.09,1,123.19
East,257.5,5,49.22
East,402.22,6,67.1
North,496.76,5,98.51
West,534.36,7,75.18
East,122.42,2,57.81
South,284.4,5,56.69
West,1685.9,9,186.65
West,296.02,4,71.81
North,617.07,6,100.98
North,306.8,6,51.04
East,270.06,4,69.55
East,197.51,3,68.82
North,717.7,7,101.58
North,390.27,4,99.61
North,398.43,5,79.76
South,34.13,1,41.47
South,150.38,2,70.33
South,366.13,6,62.44
West,839.11,6,139.73
West,135.71,2,67.46
South,39.54,1,32.86
East,299.0,4,73.41
West,76.66,1,77.73
North,334.8,4,80.48
East,314.71,4,79.4
South,287.62,5,57.0
West,267.44,2,127.7
South,304.0,5,58.5
East,46.64,1,54.41
East,159.95,4,42.45
East,170.85,2,79.3
South,248.52,6,41.39
East,136.61,2,67.06
East,171.74,4,41.91
East,1255.6,9,138.32
North,378.18,7,52.08
East,245.62,4,59.92
North,1163.12,9,130.13
East,69.91,1,70.93
North,433.72,4,109.81
South,363.45,6,60.35
South,280.98,5,57.22
East,437.66,5,86.91
West,348.78,5,69.88
West,116.16,1,106.6
South,135.44,4,35.83
South,285.34,6,47.41
South,229.6,5,43.88
West,718.24,7,103.87
West,732.78,8,90.28
East,289.89,6,47.91
East,129.86,3,44.34
North,210.99,3,70.41
East,342.21,5,66.05
West,62.39,1,68.64
West,539.83,4,132.66
East,230.09,5,45.95
East,345.86,4,88.03
East,504.51,4,122.87
West,543.06,4,133.31
East,140.61,2,74.92
North,418.91,4,105.57
North,610.58,6,101.49
South,295.0,5,56.63
East,98.13,2,47.43
East,108.03,2,50.85
North,502.74,5,98.24
East,488.77,8,60.42
South,401.48,6,66.48
West,495.91,6,82.58
South,211.19,5,43.52
South,445.67,6,74.65
South,100.23,3,35.77
North,643.86,6,108.2
East,168.34,4,42.3
West,913.59,9,102.18
North,318.8,4,76.48
South,272.13,5,53.95
East,1597.83,9,176.91
East,174.19,4,43.61
West,458.75,6,75.17
West,65.01,1,67.62
North,380.01,7,54.93
West,501.23,7,69.74
West,1070.35,10,107.27
South,92.94,2,44.03
West,195.68,2,98.31
East,274.07,5,52.15
East,858.44,9,94.42
South,135.82,3,43.61
West,709.44,6,116.92
West,1079.16,9,118.69
West,281.16,3,92.28
East,295.84,4,70.35
East,223.03,5,46.38
North,121.45,2,62.86
West,82.09,1,81.12
East,108.98,2,50.34
North,513.26,5,102.67
West,775.8,8,96.79
East,345.59,6,59.25
North,447.33,6,72.66
West,223.24,3,72.37
East,278.79,4,69.05
North,325.46,4,82.23
West,371.46,4,94.13
East,344.78,6,54.97
West,73.31,1,73.29
North,170.56,3,51.95
East,249.1,5,50.12
South,226.51,5,42.47
South,290.53,4,74.17
East,323.13,7,45.92
South,924.05,8,114.29
East,175.23,2,87.48
East,355.39,6,57.48
South,303.87,5,61.94
West,395.09,4,99.97
North,374.07,6,61.61
East,421.84,7,59.99
West,686.15,9,76.77
South,93.88,3,34.02
East,85.03,1,78.72
South,147.04,4,38.06
West,481.19,8,61.04
North,57.23,1,51.99
East,60.87,1,66.28
East,717.67,8,88.59
East,80.85,1,69.25
West,653.19,7,91.5
East,68.73,1,63.01
South,69.77,1,57.13
East,78.4,1,73.07
West,382.3,4,96.94
East,513.65,4,128.05
West,1182.85,7,168.38
West,368.81,5,72.66
West,686.07,6,113.17
West,573.44,8,72.56
South,233.48,5,43.87
South,89.75,2,39.25
East,618.4,7,88.32
West,917.49,9,102.88
North,483.53,6,81.42
East,481.89,8,58.93
South,99.3,2,43.2
North,215.2,3,74.64
West,510.66,7,72.03
North,297.94,3,95.91
South,323.99,5,63.09
West,821.71,10,80.74
South,270.17,6,45.7
North,721.91,7,104.43
West,483.94,6,80.26
West,310.9,5,60.44
West,337.23,4,85.19
North,446.53,7,64.22
North,207.16,4,51.95
West,683.17,9,75.9
East,157.18,2,76.08
East,73.94,1,77.02
South,219.63,4,51.36
North,54.9,1,55.24
East,445.21,5,89.47
East,233.61,3,76.9
North,380.65,5,77.12
East,295.31,5,59.73
North,397.92,4,97.32
East,242.53,3,82.54
South,178.48,3,57.87
South,319.84,5,61.89
East,134.23,3,44.44
West,1026.49,10,102.67
North,268.81,4,65.74
East,189.82,4,49.82
East,321.86,6,52.58
East,339.85,4,87.32
South,273.13,6,45.48
East,445.35,7,63.37
West,792.27,8,97.64
South,65.6,1,60.61
East,156.13,2,75.94
East,329.12,5,64.6
West,181.77,2,83.81
North,260.79,4,64.91
East,66.32,1,74.67
East,559.99,7,80.13
North,1076.22,7,153.29
South,190.16,3,60.63
West,78.64,1,75.7
South,201.45,4,50.81
East,375.1,5,73.92
West,2344.09,14,167.16
South,256.21,6,41.02
East,162.55,2,76.97
East,370.9,5,71.21
North,496.19,6,83.05
South,93.69,2,39.7
East,439.04,6,71.32
South,176.1,5,36.95
South,619.73,10,62.02
East,262.87,3,87.97
North,61.89,1,71.16
West,654.57,6,107.45
East,386.08,8,49.0
East,503.88,6,83.32
North,142.74,3,50.26
North,65.72,1,58.4
West,113.23,1,101.37
South,54.32,2,31.46
North,198.96,3,67.84
West,775.96,8,95.48
West,314.01,3,102.03
West,775.08,9,86.19
East,138.21,3,47.84
West,359.92,5,71.05
North,166.79,3,55.91
West,1040.09,9,114.84
East,98.68,1,85.26
East,363.51,6,61.16
West,1986.05,9,220.36
East,464.58,6,76.97
East,360.42,7,52.77
North,374.53,7,51.61
East,228.76,4,57.61
West,1151.65,9,128.7
East,380.77,6,61.93
West,802.2,8,99.73
East,111.24,2,54.19
East,219.43,4,54.42
East,335.67,5,64.67
West,422.13,5,82.74
West,155.73,2,81.21
South,183.57,4,45.34
East,223.55,4,58.2
East,508.52,8,62.52
East,179.82,3,55.06
West,810.65,7,114.36
North,94.07,1,99.02
East,635.85,4,159.36
East,325.35,6,54.49
South,143.72,2,71.56
West,560.22,4,137.59
North,553.51,7,79.02
East,483.66,6,81.02
South,65.1,1,56.12
East,413.17,8,50.05
South,118.27,2,55.16
West,561.82,7,78.52
South,122.15,2,57.72
West,920.58,9,101.88
West,496.45,4,122.88
East,227.92,4,58.47
East,174.94,4,41.65
South,293.97,4,72.32
East,166.39,4,40.12
West,276.35,2,135.49
West,670.18,8,82.67
West,685.59,7,96.22
North,1234.41,7,177.11
East,545.05,7,78.3
South,142.21,3,48.59
West,231.57,3,75.53
West,789.88,10,79.17
East,608.57,8,74.65
East,342.75,5,68.32
East,438.3,5,86.61
North,497.14,6,84.14
East,556.4,7,80.4
West,192.27,3,60.82
West,558.14,9,60.89
East,621.01,7,87.76
South,36.31,1,32.87
South,121.18,2,55.94
West,395.44,3,130.48
East,336.44,4,85.17
South,71.7,1,64.81
East,533.51,8,65.73
North,422.57,4,107.82
East,408.26,7,56.49
East,558.11,7,78.78
South,190.96,4,46.73
East,2076.53,10,207.06
West,466.35,5,93.95
North,209.05,2,104.93
East,524.94,6,88.11
East,225.12,5,42.12
West,775.24,8,95.45
East,97.28,2,52.48
North,1244.35,9,137.63
East,825.62,9,90.1
North,611.58,6,99.98
West,377.73,4,93.87
West,581.76,5,117.33
East,122.5,2,60.11
East,93.86,2,47.56
North,629.33,7,89.26
South,1074.07,9,120.4
East,488.57,7,70.82
East,766.29,5,152.12
West,781.5,6,131.75
East,223.77,3,69.77
East,550.01,8,67.49
East,310.98,5,63.0
South,57.1,2,31.97
East,240.25,3,79.99
West,246.0,4,63.46
West,2646.5,12,220.43
East,392.28,8,47.49
South,186.52,4,48.23
South,33.98,1,35.07
South,411.09,6,67.89
East,405.6,6,68.95
East,99.12,2,48.89
South,77.36,2,39.12
South,124.68,2,55.85
East,424.6,5,83.25
South,304.72,4,73.57
North,162.51,2,84.9
West,319.94,5,62.57
West,620.72,6,102.27
South,109.23,2,55.81
North,86.77,1,89.15
West,1093.23,5,218.69
West,554.76,7,79.83
East,447.42,6,75.43
South,174.39,5,32.38
East,405.98,5,78.55
East,134.95,2,72.34
North,60.77,1,66.17
South,145.64,2,69.32
South,421.54,6,68.82
East,425.31,6,72.1
West,87.92,1,95.56
North,381.23,6,64.21
South,41.14,1,33.11
North,606.89,7,85.38
